TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
1032,四肢乏力,Si Zhi Fa Li,四肢乏力是一种常见的症状，指四肢懈怠，疲乏无力，严重时可能影响正常的运动功能。四肢乏力可能是正常的生理现象，也可能是某些健康问题的表现。中中医学认为，病理性四肢乏力多因气血两虚、暑热伤气或脾虚湿困所致。西医学则认为，多种疾病均可导致此症状，如低血糖症、甲状腺功能减退症、低钾血症等。,四肢,气虚,Synonymous terms,"v1,v2",0
1033,四肢浮肿,Si Zhi Fu Zhong,四肢浮肿，系指水湿泛溢四肢肌肤所致之肿胀，按之凹陷不起，皮色如常，常伴肢体困重、纳呆便溏。其病位在四肢，病性属本虚标实，病机乃脾虚失运，土不制水，湿邪内盛，流注四肢，发为浮肿。,四肢,脾虚湿盛,Ontological terms,"v1,v2",0
1034,四肢关节冷痛,Si Zhi Guan Jie Leng Tong,四肢关节冷痛，乃阳虚失温，寒凝经脉，气血痹阻所致，症见关节疼痛、畏寒喜暖、得温痛减。,四肢,阳虚,Synonymous terms,"v1,v2",0
1035,四肢拘挛,Si Zhi Ju Luan,指四肢拘急挛缩，伸展困难的症状。,四肢,肝肾亏虚,Ontological terms,"v1,v2",0
1036,四肢倦怠,Si Zhi Juan Dai,四肢倦怠为症状名。指手足无力，懒于动作。《世医得效方·身疼》：“男子妇人气血劳伤，四肢倦怠，肌体羸瘦，骨节烦疼。”多由脾胃虚弱，不能温润四肢所致。可见于内伤劳倦、脾虚久泻等证。治宜人参黄芪散等方。,四肢,脾气虚,Synonymous terms,"v1,v2",0
1037,四肢倦乏,Si Zhi Juan Fa,四肢倦乏，指四肢肌肉懈怠无力、动作迟缓、不耐劳作的症状。临床表现为肢体酸软沉重，抬举无力，动则益甚，常伴神疲气短、食少便溏。其病机乃脾气虚弱，运化失司，水谷精微不能输布四肢肌肉，致筋脉失养，故见倦怠乏力。,四肢,脾气虚,Ontological terms,"v1,v2",0
1038,四肢厥逆,Si Zhi Jue Ni,四肢厥逆指脾气虚衰，阳气不达四末，致手足逆冷，甚则冷过肘膝，常伴神疲乏力、纳少便溏。,四肢,脾气虚,Synonymous terms,"v1,v2",0
1039,四肢挛急,Si Zhi Luan Ji,四肢挛急，指四肢筋脉拘急、屈伸不利、甚则抽搐之症。临床表现为手足或肘膝关节处肌肉筋脉紧张，难以自如伸展，常伴疼痛、麻木。其病机多由气血亏虚、津液耗伤，或寒湿侵袭，致筋脉失于濡养，挛缩不舒。,四肢,筋脉失养,Ontological terms,"v1,v2",0
1040,四肢挛痛,Si Zhi Luan Tong,四肢挛痛，指四肢筋脉拘急、牵引作痛，甚则屈伸不利之症。多由营血亏虚、筋脉失于濡养，或寒湿侵袭、气血凝滞所致。临床表现为四肢肌肉、筋脉阵发性或持续性挛缩疼痛，遇寒或劳累加重，得温或按揉稍缓。其病机总属筋脉失养，或虚或实，皆可致挛痛。,四肢,筋脉失养,Ontological terms,"v1,v2",0
1041,四肢麻痹,Si Zhi Ma Bi,四肢麻痹，指患者自觉四肢肌肤麻木不仁、感觉减退或消失，甚则活动不利之症。其病位在四肢筋脉，病性属虚，病势为筋脉失养。多因气血亏虚、营卫不和，或肝肾阴虚、血不荣筋，致筋脉肌肉失于濡养；亦可因风痰瘀血阻络，经气不利而发。临床常伴肢体酸软、无力或拘急。,四肢,筋脉失养,Ontological terms,"v1,v2",0
1042,四肢麻木,Si Zhi Ma Mu,四肢麻木是人们日常生活中常常会出现的症状，如怀孕、不正确睡姿、如厕蹲久了均可引发，一般会在短时间内消除，不会有什么大问题。健康人手脚麻木，多在长时间处于一种姿势或四肢受压后发生。这类麻木很少超过十分钟，且可迅速消失，也不伴有其他症状。,四肢,筋脉失养,Synonymous terms,"v1,v2",0
1043,四肢逆冷,Si Zhi Ni Leng,即手足发凉冷。又称四逆、手足厥冷。,四肢,阳虚,Synonymous terms,"v1,v2",0
1044,四肢酸,Si Zhi Suan,四肢酸因脾气虚，运化失职，水谷精微不达四末，肌肉失养所致，症见肢体酸软乏力，劳则加重。,四肢,脾气虚,Synonymous terms,"v1,v2",0
1045,四肢酸懒,Si Zhi Suan Lan,四肢酸懒因脾气虚弱，运化失职，气血生化不足，四肢肌肉失于濡养所致。,四肢,脾气虚,Synonymous terms,"v1,v2",0
1046,四肢酸痛,Si Zhi Suan Tong,病证名。指四肢肌肉、筋脉有酸楚、疼痛的感觉。多由气血亏损或湿热侵袭经络所致。《金匮要略·血痹虚劳脉证并治》： “虚劳里急，悸，衄，腹中痛，梦失精，四肢酸疼，手足烦热，咽干口燥，小建中汤主之。”《千金要方·风毒脚气》：“若暑月久坐久立湿地者，则热湿之气，蒸于经络，病发必热，四肢酸疼，烦闷。”方用白虎加桂枝汤、犀角汤或二妙散治疗。,四肢,脾气虚,Synonymous terms,"v1,v2",0
1047,四肢疼痛,Si Zhi Teng Tong,四肢疼痛的发生主要是由于机体内正气不足，感受风、寒、湿、热、之邪，闭阻经络，气血运行不畅所致，以四肢的关节、筋骨、肌肉发生酸痛、麻木、重着、屈伸不利，甚至关节肿大灼热为主要临床表现。属于中医学“痹证”的范畴，现代医学相当于风湿性、类风湿性关节炎。,四肢,脾气虚,Ontological terms,"v1,v2",0
1048,四肢无力,Si Zhi Wu Li,四肢无力，指四肢肌肉弛缓、懈怠，运动无力，甚则不能持物、步履艰难。多因脾气虚弱，运化失司，气血生化乏源，四肢肌肉失于濡养所致。临床常伴食少纳呆、腹胀便溏、面色萎黄、神疲懒言等症。,四肢,脾气虚,Ontological terms,"v1,v2",0
1049,嗖痛,Sou Tong,嗖痛指四肢筋脉掣引、游走性疼痛，因肝经湿热下注，阻滞经络，气血不通所致。,四肢,肝经湿热,Synonymous terms,"v1,v2",0
1050,溲黄,Sou Huang,溲指大小便，在这里尤指小便;通俗地说，就是小便黄。,肝,肝经湿热,Synonymous terms,"v1,v2",0
1051,胎动不安,Tai Dong Bu An,妊娠期出现腰酸腹痛，胎动下坠，或阴道少量流血者，称为“胎动不安”，又称“胎气不安”。 本病类似于西医学的先兆流产、先兆早产。胎动不安是临床常见的妊娠病之一，经过安胎治疗，腰酸、腹痛消失，出血迅速停止，多能继续妊娠。若因胎元有缺陷而致胎动不安者，胚胎不能成形，故不宜进行保胎治疗。,子宫,肝肾亏虚,Ontological terms,"v1,v2",0
1052,胎漏,Tai Lou,妊娠期间出现的阴道少量出血，时出时止，或淋漓不断，而无腰酸、腹痛、小腹下坠者，称为“胎漏”，亦称“胞漏”或“漏胎”。胎漏多发生在妊娠早期，西医称之为“先兆流产”。,子宫,气虚,Ontological terms,"v1,v2",0
1053,胎漏下血,Tai Lou Xia Xie,胎漏下血，指妊娠期间阴道不时少量出血，时下时止，或淋漓不断，但无腰酸腹痛、小腹坠胀等症。病位在子宫，病性属气虚。多因孕妇素体虚弱，或孕后劳倦伤气，气虚冲任不固，胎失所载，血失统摄，故见下血。,子宫,气虚,Ontological terms,"v1,v2",0
1054,胎盘不下,Tai Pan Bu Xia,胎盘不下，系指胎儿娩出后，胎盘滞留胞宫，逾时未出之证。病位在子宫，病性属气虚。临床表现为产后胎盘久不下，伴小腹坠胀、按之不痛、恶露量少色淡、神疲乏力、气短懒言。其病机多因产妇素体虚弱，或产程过长，耗伤气血，致中气下陷，无力推送胎盘外出。,子宫,气虚,Ontological terms,"v1,v2",0
1055,瘫痪,Tan Huan,瘫痪（paralysis）是随意运动功能的减低或丧失，是神经系统常见的症状，是神经、神经肌肉接头或肌肉疾病所致。应针对导致随意运动障碍的原发病进行治疗，同时给予康复治疗。,心,血瘀,Ontological terms,"v1,v2",0
1056,痰白,Tan Bai,痰白量多，质清稀，属肺寒证，为寒邪客肺或阳虚津凝，肺失宣肃所致。,肺,寒证,Synonymous terms,"v1,v2",0
1057,痰白质稀,Tan Bai Zhi Xi,肺感寒湿，气不布津，故咳吐白色清稀痰液，多伴畏寒、苔白滑。,肺,寒湿,Synonymous terms,"v1,v2",0
1058,痰不易出,Tan Bu Yi Chu,肺热津伤，炼液为痰，痰质黏稠胶着，故咯吐艰涩难出。,肺,热证,Synonymous terms,"v1,v2",0
1059,痰稠,Tan Chou,痰稠者，指痰液质地黏稠、色多黄或白而胶黏，咯吐不爽，常伴咽干口燥、咳嗽气促。其病位在肺，病性属热，多因外感风热或肺经郁热，灼津炼液成痰；或热邪壅肺，肺失清肃，津液不布，聚而为痰。痰热互结，故见稠浊难咯。,肺,热证,Ontological terms,"v1,v2",0
1060,痰稠黄,Tan Chou Huang,痰稠黄，指肺热壅盛，灼津炼液所致之痰质稠厚、色呈深黄之症。临床多见咳吐黄黏痰，或成块难咯，常伴咽痛、口渴、身热、舌红苔黄、脉滑数。其病机多由外感风热或寒郁化热，邪热犯肺，肺失清肃，津液被烁，聚而成痰，故见稠黄之象。,肺,热证,Ontological terms,"v1,v2",0
1061,痰稠难出,Tan Chou Nan Chu,痰热壅肺，津液被灼，故痰质稠厚、胶着难咯，属肺热实证。,肺,热证,Synonymous terms,"v1,v2",0
1062,痰喘,Tan Chuan,痰喘，中医病症名。指由气管积痰而引起的呼吸不畅、心跳、出汗等症状。,肺,肾气虚,Ontological terms,"v1,v2",0
1063,痰多,Tan Duo,痰多有很多原因：第一，体质虚弱，中气不足，由于脾虚不运，可以使水湿停留，凝聚为痰。第二，脾胃薄弱，宿滞逗留，损伤脾胃；或恣食生食、瓜果，中阳被伤；或因热病饮水过多，脾运不及等等都可以使水湿停留，聚集为痰。还有恣食肥甘，胃中浊气郁蒸，酿湿生热也可以化为痰浊。第三，外感失治，或体弱屡患外感，肺气被伤，不能输津四布，通调水道下输膀胱，使水液停留，也可成痰，痰贮于肺，肺气不利，痰涌气道而发，必致咳嗽痰多。 第四，患有鼻炎，炎症作用下鼻粘膜分泌大量脓性且粘稠度很高的分泌物，经鼻纤毛运送至鼻咽并粘附于鼻咽处，导致咽部异物感，进而通过咳嗽咳出。,肺,肺气虚,Ontological terms,"v1,v2",0
1064,痰多黄稠,Tan Duo Huang Chou,痰多黄稠，乃肺热炽盛，灼津炼液成痰，故见痰色黄、质稠厚，属热邪壅肺之象。,肺,肺热,Synonymous terms,"v1,v2",0
1065,痰多咳嗽,Tan Duo Ke Sou,痰多咳嗽，病位在肺，病性属肺气虚。症见咳嗽无力，痰液清稀色白、量多易咯，动则咳甚，常伴气短声低、自汗畏风、神疲乏力。其病机为肺气不足，宣肃失司，津液不布，聚湿生痰，上渍于肺而致咳。,肺,肺气虚,Ontological terms,"v1,v2",0
1066,痰多淸稀,Tan Duo Qing Xi,肺气虚损，宣肃失职，津液不化，聚而为饮，故见痰质清稀、量多易咯。,肺,肺气虚,Synonymous terms,"v1,v2",0
1067,痰多上气,Tan Duo Shang Qi,肾气虚衰，摄纳无权，致肺气上逆，津液不化，聚而成痰，故见痰多、气短而喘。,肺,肾气虚,Synonymous terms,"v1,v2",0
1068,痰多作喘,Tan Duo Zuo Chuan,痰多作喘，指因肾气虚衰、失于纳气，致肺气上逆，痰浊壅盛而见喘息、痰多之证。,肺,肾气虚,Synonymous terms,"v1,v2",0
1069,痰核痞块,Tan He Pi Kuai,痰核痞块，指因肝气郁滞，气机不畅，津液输布失常，聚而成痰，痰气互结于肺，形成大小不一、质地较硬、推之可移或固定不移的结块。临床可见胸胁痞闷、咳嗽痰少、喉中如有炙脔，甚则呼吸不利。其病机为肝郁犯肺，气滞痰凝，日久可兼血瘀。,肺,肝气郁滞,Ontological terms,"v1,v2",0
1070,痰黄,Tan Huang,痰黄是指痰液呈现黄色，常呈脓性，可伴咳嗽、呼吸困难、发热、寒战等不适症状。痰黄的出现往往意味着呼吸系统存在炎症反应，建议患者及时就医诊治，以免延误病情。,肺,肺热,Ontological terms,"v1,v2",0
1071,痰黄稠,Tan Huang Chou,痰黄稠，指肺热壅盛，灼津炼液，痰色黄、质稠厚之候。临床多见咳吐黄稠痰块，或痰中带脓血，伴胸痛、气粗、口渴、舌红苔黄腻、脉滑数。其病机为热邪犯肺，肺失清肃，津液被烁，痰热互结。,肺,肺热,Ontological terms,"v1,v2",0
1072,痰黄稠黏,Tan Huang Chou Nian,痰黄稠黏，乃肺热炽盛，灼津炼液成痰，热邪壅肺，肺失清肃之象。,肺,肺热,Synonymous terms,"v1,v2",0
1073,痰黄黏稠,Tan Huang Nian Chou,痰黄黏稠，病位在肺，乃肺热炽盛，灼津炼液成痰，故见痰色黄、质稠黏，属热痰之象。,肺,肺热,Synonymous terms,"v1,v2",0
1074,痰厥,Tan Jue,中医病症名。指因痰盛气闭而引起四肢厥冷，甚至昏厥的病症。多见于患有慢性支气管炎、支气管哮喘、肺气肿等慢性病的老年患者，有时出现猛烈咳嗽一番后，导致意识短暂丧失，甚至发生晕厥跌倒的现象。中医理论认为这是痰气上逆所致，故称之为“痰厥”。,肺,痰热,Ontological terms,"v1,v2",0
1075,痰厥头痛,Tan Jue Tou Tong,痰厥头痛，病证名。指痰气上逆而致头痛。《古今医鉴》将之归于“厥头痛”范畴。《外台秘要》卷八：“痰厥头痛方：《病源》（指《诸病源候论》）谓，痰水在于胸膈之上，又犯大寒，使阳气不行，令痰气结聚不散，而阴气逆上与风痰相结，上冲于头，即令头痛。或数载不已，久连脑痛。”《张氏医通·诸痛门》：“痰厥头痛，两寸脉滑而弦，眼重头旋，恶心烦乱，吐清水，气短促，心神不安，语言颠倒，目不敢开，如在风露中，头疼如裂，身重如山，胸满呕逆，四肢厥冷，半夏白术天麻汤；有肥白气虚多痰人，卒然头痛，脉沉细，四肢厥逆，痰响吐涎，星香汤加生附子。”参见厥头痛、头痛条。,肺,痰湿,Ontological terms,"v1,v2",0
1076,痰鸣,Tan Ming,肺气虚，宣肃无力，津液不布，聚而为痰，痰阻气道，呼吸时喉中痰声辘辘，谓之痰鸣。,肺,肺气虚,Synonymous terms,"v1,v2",0
1077,痰鸣如吼,Tan Ming Ru Hou,痰鸣如吼，指喉中痰声漉漉、声如拽锯，为肺热壅盛，痰气搏结，气道不利之征。,肺,肺热,Synonymous terms,"v1,v2",0
1078,痰黏,Tan Nian,痰黏，指肺热壅盛，津液被灼，炼液为痰，痰质稠厚胶黏，难以咯出之症。临床表现为咳痰量少，色黄或白，质黏如丝，附着喉间，咯吐不爽，常伴咽干口燥、胸中烦热。其病机为热邪犯肺，肺失清肃，气不布津，津凝成痰，热灼痰稠，故见黏滞难出。,肺,肺热,Ontological terms,"v1,v2",0
1079,痰黏稠,Tan Nian Chou,症状名。痰质胶黏浓稠难咯，色白带黄，多属肺热。,肺,肺热,Synonymous terms,"v1,v2",0
1080,痰热,Tan Re,痰热壅肺，指肺热炽盛，炼液成痰，痰热互结于肺所致。临床以咳嗽气急、痰黄稠厚或带血、喉中痰鸣、胸胁胀痛、身热口渴、舌红苔黄腻、脉滑数为主要表现。多因外感风热或风寒入里化热，热灼肺津，津聚为痰，痰热阻肺，肺失宣肃而成。,肺,肺热,,v1,1
1081,痰热喘咳,Tan Re Chuan Ke,痰热喘咳，指肺热炽盛，炼液为痰，痰热壅阻气道，肺失宣肃所致之证。临床以咳嗽气粗，喘息不宁，喉中痰鸣，痰黄稠厚或如脓血，咯吐不爽，胸胁胀痛，身热口渴，舌红苔黄腻，脉滑数为主要表现。其病机多由外感风热入里，或饮食辛辣厚味，内生痰热，上干于肺，肺气逆而不降。,肺,肺热,Ontological terms,"v1,v2",0
